customer_id,full_name,date_of_birth,age,gender,email,phone_number,city,state,pincode,occupation,annual_income,account_type,account_number,account_open_date,account_balance,credit_score,credit_card_holder,bank_name,bank_type,bank_hq,bank_established,bank_tier,ifsc_code,swift_code,rbi_license,total_branches,branch_id,relationship_manager,kyc_status
CUST002092,Aarav Iyer,14-04-1993,33,Male,aarav.iyer66@rediffmail.com,-8603181931,Delhi,Delhi,513046,Sales Executive,1882930.27,Fixed Deposit,ACC5122677238,20-03-2023,1693202.23,652,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0002641,SBININBB,SCB-001,22542,BR0031,RM027,Under Review
CUST002093,Meera Jones,27-07-1960,65,Male,meera.jones10@yahoo.com,-8070168717,Visakhapatnam,Andhra Pradesh,105095,Software Engineer,2136432,Salary,ACC7769329105,28-02-2013,3397421.66,795,Yes,Yes Bank,Private Sector,Mumbai,2004,Tier-2,YESB0006108,YESBINBB,SCB-012,1198,BR0024,RM030,Verified
CUST002094,Ananya Williams,18-04-1966,60,Male,ananya.williams1@hotmail.com,-9317788091,Surat,Gujarat,395003,Consultant,8558255.92,Salary,ACC9232908421,20-08-2017,745818.24,689,Yes,Bank of Baroda,Public Sector,Vadodara,1908,Tier-1,BARB0008605,BARBINBB,SCB-006,9500,BR0027,RM084,Verified
CUST002095,William Patel,07-10-1952,73,Male,william.patel32@rediffmail.com,-8453321511,Kolkata,West Bengal,786016,Teacher,931309,Recurring Deposit,ACC6683003211,15-07-2014,1249725.12,575,No,Bank of India,Public Sector,Mumbai,1906,Tier-1,BKID0007491,BKIDINBB,SCB-011,5100,BR0040,RM087,Verified
CUST002096,William Davis,31-07-1989,36,Female,william.davis6@gmail.com,-9141984601,Bhopal,Madhya Pradesh,385585,Government Employee,1101214.03,Salary,ACC4380910069,15-08-2010,182990.07,344,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0005966,SBININBB,SCB-001,22542,BR0029,RM005,Verified
CUST002097,Vihaan Garcia,12-02-1957,69,Male,vihaan.garcia50@hotmail.com,-8879833662,Jaipur,Rajasthan,302001,Manager,7314702.8,Fixed Deposit,ACC7263916147,13-12-2020,2931189.19,590,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0001856,SBININBB,SCB-001,22542,BR0006,RM046,Verified
CUST002098,John Williams,03-01-1977,49,Female,john.williams65@rediffmail.com,-8842895384,Visakhapatnam,Andhra Pradesh,227862,Freelancer,1594498.38,Recurring Deposit,ACC8406383968,20-02-2010,388619.24,561,No,Kotak Mahindra Bank,Private Sector,Mumbai,2003,Tier-1,KKBK0003948,KKBKINBB,SCB-008,1800,BR0005,RM036,Verified
CUST002099,Deepika Chopra,09-06-1982,43,Male,deepika.chopra93@hotmail.com,-9160854642,Patna,Bihar,624885,Retired,260536,Current,ACC8339248884,31-03-2015,646310.32,556,Yes,Punjab & Sind Bank,Public Sector,New Delhi,1908,Tier-2,PSIB0005233,PSIBINBB,SCB-020,1554,BR0006,RM082,Verified
CUST002100,Deepika Gupta,18-08-1969,56,Male,deepika.gupta16@outlook.com,-9418869304,Kolkata,West Bengal,923635,Software Engineer,1564409,Savings,ACC5165428133,04-12-2022,145155.52,836,Yes,Axis Bank,Private Sector,Mumbai,1993,Tier-1,UTIB0004723,AXISINBB,SCB-005,5000,BR0019,RM092,Pending
CUST002101,Ramesh Malhotra,02-07-1981,44,Male,ramesh.malhotra47@outlook.com,-7474434817,Jaipur,Rajasthan,302001,Retired,1128745,Fixed Deposit,ACC2677561737,02-06-2019,5909068.22,794,No,Axis Bank,Private Sector,Mumbai,1993,Tier-1,UTIB0009265,AXISINBB,SCB-005,5000,BR0021,RM054,Verified
CUST002102,Ava Saxena,01-08-1957,68,Female,ava.saxena57@rediffmail.com,-9111191798,Ahmedabad,Gujarat,380001,Manager,9467570.69,Fixed Deposit,ACC9298793290,19-03-2012,5927256.42,617,No,IDBI Bank,Public Sector,Mumbai,1964,Tier-2,IBKL0003371,IBKLINBB,SCB-013,1900,BR0047,RM056,Verified
CUST002103,Preeti Verma,14-02-1993,33,Male,preeti.verma2@hotmail.com,-9882843245,Jaipur,Rajasthan,302001,Accountant,8516697.87,Current,ACC7812314276,03-11-2018,9826226.55,661,No,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0008588,HDFCINBB,SCB-002,7821,BR0022,RM042,Verified
CUST002104,Sneha Singh,20-08-1982,43,Male,sneha.singh64@hotmail.com,-7577070843,Visakhapatnam,Andhra Pradesh,722104,Freelancer,5072638.95,Current,ACC7305096451,24-05-2011,1284263.56,850,No,IDBI Bank,Public Sector,Mumbai,1964,Tier-2,IBKL0001662,IBKLINBB,SCB-013,1900,BR0048,RM036,Verified
CUST002105,Ananya Shah,05-09-1988,37,Female,ananya.shah89@gmail.com,-8778778146,Mumbai,Maharashtra,736825,Businessman,7523310,Recurring Deposit,ACC3918166452,23-09-2011,5634545.63,867,No,Bank of Baroda,Public Sector,Vadodara,1908,Tier-1,BARB0005051,BARBINBB,SCB-006,9500,BR0044,RM036,Verified
CUST002106,Aditya Patel,20-12-1992,33,Male,aditya.patel75@gmail.com,-8055505117,Nagpur,Maharashtra,270107,Doctor,2828146,Savings,ACC1833140570,18-02-2013,764422.19,742,Yes,Canara Bank,Public Sector,Bangalore,1906,Tier-1,CNRB0007540,CNRBINBB,SCB-007,10456,BR0037,RM031,Pending
CUST002107,Amit Miller,01-02-1957,69,Female,amit.miller86@gmail.com,-8720064198,Mumbai,Maharashtra,470820,Lawyer,5077462.66,Salary,ACC7434516713,07-06-2012,5350807,820,No,Kotak Mahindra Bank,Private Sector,Mumbai,2003,Tier-1,KKBK0008621,KKBKINBB,SCB-008,1800,BR0009,RM090,Verified
CUST002108,Vijay Rao,25-03-1985,41,Male,vijay.rao53@hotmail.com,-8964771661,Hyderabad,Telangana,365238,Accountant,4613648.74,Recurring Deposit,ACC6201724789,04-05-2012,561705.95,583,Yes,Federal Bank,Private Sector,Aluva,1931,Tier-2,FDRL0001048,FDRLINBB,SCB-014,1400,BR0029,RM074,Verified
CUST002109,Noah Mehta,08-12-1990,35,Female,noah.mehta51@rediffmail.com,-9652692254,Patna,Bihar,553012,Teacher,872093,Current,ACC7602216044,31-12-2011,3241767.03,636,No,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0006555,HDFCINBB,SCB-002,7821,BR0005,RM060,Verified
CUST002110,Noah Moore,04-05-1979,47,Female,noah.moore79@hotmail.com,-7476056743,Hyderabad,Telangana,912555,Consultant,4389790.03,Salary,ACC8991695305,06-09-2018,2782138.12,425,No,Punjab National Bank,Public Sector,New Delhi,1894,Tier-1,PUNB0007105,PUNBINBB,SCB-004,10000,BR0041,RM061,Verified
CUST002111,Kiran Williams,31-07-1967,58,Female,kiran.williams18@rediffmail.com,-9255762663,Pune,Maharashtra,479466,Doctor,4202088,Recurring Deposit,ACC2965266687,28-10-2018,3335708.83,849,No,Central Bank of India,Public Sector,Mumbai,1911,Tier-2,CBIN0005835,CBININBB,SCB-016,4600,BR0031,RM073,Verified
CUST002112,William Wilson,12-02-1958,68,Male,william.wilson78@gmail.com,-9919183122,Delhi,Delhi,924837,Sales Executive,3210543.39,Current,ACC4593532102,02-02-2010,1770829.33,806,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0004550,SBININBB,SCB-001,22542,BR0035,RM085,Verified
CUST002113,Sachin Shah,16-07-1961,64,Male,sachin.shah10@hotmail.com,-7178093620,Chennai,Tamil Nadu,764704,Lawyer,9002484.59,Fixed Deposit,ACC6457451483,14-10-2012,7210778.52,674,Yes,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0007879,HDFCINBB,SCB-002,7821,BR0010,RM005,Verified
CUST002114,Rohan Verma,18-02-1988,38,Female,rohan.verma28@outlook.com,-7156635450,Lucknow,Uttar Pradesh,647276,Businessman,5433194,Current,ACC2646092853,25-02-2019,1328472.72,541,No,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0008446,HDFCINBB,SCB-002,7821,BR0016,RM087,Verified
CUST002115,Noah Singh,20-04-1951,75,Female,noah.singh41@hotmail.com,-9263674689,Jaipur,Rajasthan,302001,Lawyer,767592.16,Salary,ACC4839565205,10-04-2015,429330.94,806,Yes,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0009822,ICICINBB,SCB-003,6523,BR0010,RM037,Verified
CUST002116,Olivia Iyer,01-02-1981,45,Male,olivia.iyer98@hotmail.com,-7912071555,Kolkata,West Bengal,873326,Teacher,632249,Recurring Deposit,ACC8693219645,08-02-2011,6331608.47,677,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0009154,SBININBB,SCB-001,22542,BR0009,RM034,Verified
CUST002117,Ramesh Sharma,22-02-1968,58,Female,ramesh.sharma62@gmail.com,-9874512548,Surat,Gujarat,395003,Businessman,3773029,Salary,ACC4988375033,06-12-2011,690923.6,312,No,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0002898,SBININBB,SCB-001,22542,BR0031,RM081,Verified
CUST002118,Riya Chopra,24-10-1981,44,Male,riya.chopra57@yahoo.com,-8906162726,Indore,Madhya Pradesh,474307,Retired,1155393,Salary,ACC6671464156,12-09-2017,8806749.03,707,Yes,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0003176,HDFCINBB,SCB-002,7821,BR0019,RM060,Verified
CUST002119,Rohan Shah,14-06-1986,39,Male,rohan.shah28@hotmail.com,-7547766583,Nagpur,Maharashtra,736712,Lawyer,1890813.09,Savings,ACC4574567155,08-08-2019,2081088.09,552,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0007917,SBININBB,SCB-001,22542,BR0023,RM008,Verified
CUST002120,Rohan Mehta,20-12-1969,56,Male,rohan.mehta61@hotmail.com,-9317538808,Jaipur,Rajasthan,302001,Manager,8866914.66,Recurring Deposit,ACC7212511783,07-08-2015,10273310.74,747,Yes,Canara Bank,Public Sector,Bangalore,1906,Tier-1,CNRB0002526,CNRBINBB,SCB-007,10456,BR0014,RM091,Verified
CUST002121,James Singh,23-11-1953,72,Female,james.singh77@gmail.com,-7635819211,Hyderabad,Telangana,563055,Accountant,6042609.08,Recurring Deposit,ACC6852458093,16-12-2014,1902392.49,414,No,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0009221,SBININBB,SCB-001,22542,BR0043,RM012,Verified
CUST002122,Vijay Garcia,24-07-1957,68,Male,vijay.garcia5@rediffmail.com,-9806523183,Pune,Maharashtra,856699,Manager,3333001.36,Savings,ACC1196959283,04-01-2012,3772602.7,491,No,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0007428,HDFCINBB,SCB-002,7821,BR0017,RM025,Verified
CUST002123,Akash Nair,12-03-1985,41,Male,akash.nair96@hotmail.com,-8797027447,Kolkata,West Bengal,716813,Doctor,5871737,Current,ACC4038876534,28-12-2015,2273527.03,515,Yes,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0008444,HDFCINBB,SCB-002,7821,BR0030,RM081,Verified
CUST002124,Ananya Shah,14-09-1985,40,Female,ananya.shah66@gmail.com,-9693802873,Bhopal,Madhya Pradesh,631912,Retired,1158236,Salary,ACC8166815458,21-03-2021,1411863.77,460,Yes,Yes Bank,Private Sector,Mumbai,2004,Tier-2,YESB0005561,YESBINBB,SCB-012,1198,BR0004,RM078,Verified
CUST002125,Neha Mehta,22-05-1983,43,Male,neha.mehta6@gmail.com,-9858736533,Vadodara,Gujarat,390001,Teacher,1033679,Current,ACC9406711707,22-11-2014,358865.28,344,No,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0005447,SBININBB,SCB-001,22542,BR0022,RM037,Verified
CUST002126,Akash Rao,26-01-1987,39,Female,akash.rao40@rediffmail.com,-9809864238,Vadodara,Gujarat,390001,Teacher,661142,Fixed Deposit,ACC3738996728,14-09-2012,758981.1,866,Yes,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0005746,HDFCINBB,SCB-002,7821,BR0012,RM092,Under Review
CUST002127,Vijay Miller,25-09-1981,44,Female,vijay.miller99@gmail.com,-8435312564,Nagpur,Maharashtra,411098,Consultant,4178887.3,Current,ACC2429781393,08-04-2019,4322689.31,841,No,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0008324,ICICINBB,SCB-003,6523,BR0021,RM064,Verified
CUST002128,Neha Reddy,04-03-1996,30,Female,neha.reddy73@rediffmail.com,-8541787532,Bangalore,Karnataka,837815,Sales Executive,3685995.27,Recurring Deposit,ACC7048980838,21-03-2018,1759727.37,811,No,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0001993,ICICINBB,SCB-003,6523,BR0001,RM006,Verified
CUST002129,Riya Williams,02-03-1990,36,Female,riya.williams95@outlook.com,-9215503330,Ahmedabad,Gujarat,380001,Manager,1499956.97,Savings,ACC3422162503,22-01-2017,523003.88,883,Yes,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0002121,HDFCINBB,SCB-002,7821,BR0009,RM042,Verified
CUST002130,Sai Brown,15-05-1980,46,Male,sai.brown26@rediffmail.com,-9753821436,Jaipur,Rajasthan,302001,Teacher,708060,Fixed Deposit,ACC5488558022,02-12-2017,2782347.83,677,Yes,Axis Bank,Private Sector,Mumbai,1993,Tier-1,UTIB0005576,AXISINBB,SCB-005,5000,BR0019,RM019,Verified
CUST002131,Nikhil Iyer,25-02-1955,71,Male,nikhil.iyer70@gmail.com,-7947809999,Kolkata,West Bengal,928453,Retired,283573,Recurring Deposit,ACC3403312259,23-02-2014,131976.63,783,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0005309,SBININBB,SCB-001,22542,BR0002,RM080,Pending
CUST002132,Pooja Rao,08-12-1977,48,Female,pooja.rao82@outlook.com,-7141464652,Hyderabad,Telangana,191172,Consultant,9893771.17,Salary,ACC7733502888,08-04-2014,3928109.18,470,Yes,Bank of Baroda,Public Sector,Vadodara,1908,Tier-1,BARB0008483,BARBINBB,SCB-006,9500,BR0036,RM034,Verified
CUST002133,Vivaan Mishra,19-06-1979,46,Female,vivaan.mishra69@yahoo.com,-9831374852,Indore,Madhya Pradesh,788150,Lawyer,7545060.41,Fixed Deposit,ACC3678781029,12-06-2014,3328158.49,858,Yes,Bank of India,Public Sector,Mumbai,1906,Tier-1,BKID0000454,BKIDINBB,SCB-011,5100,BR0029,RM065,Verified
CUST002134,Ananya Iyer,26-10-1985,40,Male,ananya.iyer40@hotmail.com,-7953401155,Surat,Gujarat,395003,Manager,8217460.08,Recurring Deposit,ACC8017042743,01-09-2019,6235187.56,686,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0001557,SBININBB,SCB-001,22542,BR0034,RM053,Verified
CUST002135,Liam Shah,22-06-1951,74,Male,liam.shah43@rediffmail.com,-7709388321,Kanpur,Uttar Pradesh,698594,Retired,210208,Fixed Deposit,ACC1628537791,15-11-2021,8568971.72,893,Yes,Bank of Baroda,Public Sector,Vadodara,1908,Tier-1,BARB0004476,BARBINBB,SCB-006,9500,BR0021,RM058,Verified
CUST002136,Deepika Chopra,16-04-1977,49,Female,deepika.chopra8@outlook.com,-9008003826,Ahmedabad,Gujarat,380001,Teacher,643478,Current,ACC7143622686,06-04-2019,5492230.36,469,No,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0009028,HDFCINBB,SCB-002,7821,BR0007,RM006,Verified
CUST002137,Divya Kumar,29-08-1984,41,Female,divya.kumar51@yahoo.com,-9156732754,Surat,Gujarat,395003,Freelancer,3934800.13,Recurring Deposit,ACC9399791654,14-12-2011,570118.05,687,Yes,Bank of Baroda,Public Sector,Vadodara,1908,Tier-1,BARB0005909,BARBINBB,SCB-006,9500,BR0018,RM033,Verified
CUST002138,William Wilson,15-09-1951,74,Male,william.wilson67@rediffmail.com,-9669679294,Jaipur,Rajasthan,302001,Accountant,4240828.63,Savings,ACC6582150441,07-07-2015,1543825.33,668,Yes,Punjab National Bank,Public Sector,New Delhi,1894,Tier-1,PUNB0007730,PUNBINBB,SCB-004,10000,BR0036,RM070,Verified
CUST002139,Riya Williams,08-02-1959,67,Male,riya.williams51@hotmail.com,-7818680762,Ahmedabad,Gujarat,380001,Retired,1012966,Savings,ACC4455305346,19-03-2022,3031468.48,328,Yes,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0004229,ICICINBB,SCB-003,6523,BR0032,RM064,Verified
CUST002140,William Garcia,09-06-1999,26,Male,william.garcia4@gmail.com,-8655949233,Ahmedabad,Gujarat,380001,Doctor,1484609,Salary,ACC1774728579,20-01-2010,4313995.05,461,Yes,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0007719,HDFCINBB,SCB-002,7821,BR0041,RM020,Verified
CUST002141,Amit Saxena,22-08-1982,43,Male,amit.saxena51@yahoo.com,-9915807228,Chennai,Tamil Nadu,169801,Lawyer,7708070.4,Recurring Deposit,ACC3376462060,29-05-2013,3011640.93,499,Yes,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0009159,HDFCINBB,SCB-002,7821,BR0011,RM063,Verified
CUST002142,Aditya Shah,18-12-1960,65,Female,aditya.shah24@gmail.com,-7482740947,Ahmedabad,Gujarat,380001,Sales Executive,3555115.72,Savings,ACC5074121396,27-04-2022,659613.58,736,Yes,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0001368,ICICINBB,SCB-003,6523,BR0043,RM099,Verified
CUST002143,Sachin Chopra,13-10-1985,40,Male,sachin.chopra90@gmail.com,-9964650351,Lucknow,Uttar Pradesh,210308,Manager,5868521.18,Savings,ACC9380415280,26-11-2022,6630300.47,314,No,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0009276,ICICINBB,SCB-003,6523,BR0022,RM028,Under Review
CUST002144,Sneha Iyer,06-07-1997,28,Male,sneha.iyer62@gmail.com,-8600811716,Surat,Gujarat,395003,Accountant,2932620.65,Fixed Deposit,ACC6602548443,08-05-2015,1819802.95,523,Yes,Kotak Mahindra Bank,Private Sector,Mumbai,2003,Tier-1,KKBK0006132,KKBKINBB,SCB-008,1800,BR0008,RM060,Verified
CUST002145,Vihaan Wilson,27-07-1990,35,Female,vihaan.wilson24@gmail.com,-8093135995,Vadodara,Gujarat,390001,Software Engineer,1236018,Recurring Deposit,ACC6163003692,30-03-2010,3255507.25,444,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0001565,SBININBB,SCB-001,22542,BR0012,RM027,Verified
CUST002146,Deepika Kumar,18-02-1951,75,Male,deepika.kumar34@gmail.com,-9346703313,Nagpur,Maharashtra,344775,Businessman,9992509,Salary,ACC7231431541,24-07-2010,1949418.24,519,Yes,Axis Bank,Private Sector,Mumbai,1993,Tier-1,UTIB0000903,AXISINBB,SCB-005,5000,BR0024,RM019,Verified
CUST002147,Aditya Wilson,02-12-1957,68,Female,aditya.wilson73@outlook.com,-8246113388,Pune,Maharashtra,273669,Freelancer,9551134.25,Current,ACC6954026765,10-12-2014,11436222.76,747,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0004958,SBININBB,SCB-001,22542,BR0007,RM096,Verified
CUST002148,Sai Verma,10-05-1995,31,Female,sai.verma95@hotmail.com,-8767097643,Bhopal,Madhya Pradesh,872648,Businessman,1990703,Savings,ACC6065992907,26-06-2012,9977884.54,743,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0004035,SBININBB,SCB-001,22542,BR0022,RM025,Pending
CUST002149,Liam Verma,10-03-1965,61,Male,liam.verma22@gmail.com,-9640510246,Jaipur,Rajasthan,302001,Lawyer,946653.28,Salary,ACC4681345514,12-09-2019,969367.69,316,No,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0003067,SBININBB,SCB-001,22542,BR0044,RM002,Verified
CUST002150,Swati Garcia,17-12-1956,69,Male,swati.garcia86@outlook.com,-7117976892,Kolkata,West Bengal,569089,Accountant,7978211.58,Savings,ACC7561068269,24-08-2023,8953379.32,376,No,Punjab National Bank,Public Sector,New Delhi,1894,Tier-1,PUNB0005654,PUNBINBB,SCB-004,10000,BR0011,RM071,Verified
CUST002151,Vijay Pandey,24-01-1990,36,Male,vijay.pandey33@rediffmail.com,-8941686952,Visakhapatnam,Andhra Pradesh,739601,Retired,1191540,Savings,ACC4118477237,26-05-2011,457254.65,808,Yes,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0006253,ICICINBB,SCB-003,6523,BR0042,RM058,Verified
CUST002152,Akash Nair,14-08-1953,72,Female,akash.nair42@gmail.com,-7361682278,Surat,Gujarat,395003,Businessman,9284454,Fixed Deposit,ACC9512199444,15-08-2017,3366048.02,537,Yes,IndusInd Bank,Private Sector,Pune,1994,Tier-2,INDB0004566,INDBINBB,SCB-009,2606,BR0047,RM018,Verified
CUST002153,Ava Shah,25-04-1952,74,Male,ava.shah17@gmail.com,-8550511146,Ghaziabad,Uttar Pradesh,213183,Doctor,4933201,Savings,ACC4549434172,23-08-2012,571178.8,860,No,Union Bank of India,Public Sector,Mumbai,1919,Tier-1,UBIN0004136,UBININBB,SCB-010,8700,BR0002,RM055,Verified
CUST002154,Pooja Davis,03-12-1997,28,Female,pooja.davis4@yahoo.com,-8300725877,Nagpur,Maharashtra,143471,Government Employee,3230205.25,Savings,ACC8191527889,12-09-2010,2898170.82,340,No,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0005511,ICICINBB,SCB-003,6523,BR0031,RM010,Verified
CUST002155,Sai Mishra,31-03-1985,41,Female,sai.mishra56@hotmail.com,-9388648778,Delhi,Delhi,525238,Teacher,714820,Savings,ACC8701594630,03-02-2016,603210.44,750,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0007411,SBININBB,SCB-001,22542,BR0029,RM095,Verified
CUST002156,William Sharma,18-09-1976,49,Male,william.sharma85@hotmail.com,-7517416060,Surat,Gujarat,395003,Software Engineer,1789649,Savings,ACC9198171939,07-03-2022,2795386.09,552,No,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0003909,HDFCINBB,SCB-002,7821,BR0032,RM089,Verified
CUST002157,Akash Mishra,01-05-1987,39,Male,akash.mishra35@hotmail.com,-8714146581,Bhopal,Madhya Pradesh,873632,Software Engineer,2597594,Savings,ACC3440590633,07-08-2011,1060199.13,646,Yes,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0008540,ICICINBB,SCB-003,6523,BR0029,RM055,Verified
CUST002158,Rajesh Reddy,07-05-1993,33,Male,rajesh.reddy20@yahoo.com,-9384217112,Bangalore,Karnataka,104400,Lawyer,7075209.69,Salary,ACC5111366466,20-06-2020,7245395.74,341,No,Axis Bank,Private Sector,Mumbai,1993,Tier-1,UTIB0003824,AXISINBB,SCB-005,5000,BR0029,RM065,Verified
CUST002159,Deepika Mishra,14-03-1962,64,Male,deepika.mishra80@outlook.com,-9732075742,Bhopal,Madhya Pradesh,716621,Manager,6934438.3,Recurring Deposit,ACC6307378800,27-03-2017,1172765.2,452,No,Federal Bank,Private Sector,Aluva,1931,Tier-2,FDRL0005112,FDRLINBB,SCB-014,1400,BR0012,RM059,Verified
CUST002160,Deepika Bhat,23-01-1967,59,Female,deepika.bhat61@gmail.com,-7701836527,Ludhiana,Punjab,834032,Lawyer,416527.06,Recurring Deposit,ACC7455461147,27-10-2014,383396.65,647,No,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0004199,HDFCINBB,SCB-002,7821,BR0013,RM092,Pending
CUST002161,William Garcia,30-08-1977,48,Female,william.garcia18@rediffmail.com,-8067135865,Patna,Bihar,713979,Freelancer,2417284.44,Fixed Deposit,ACC2489509165,13-08-2018,1971552.11,592,Yes,Bank of Baroda,Public Sector,Vadodara,1908,Tier-1,BARB0009587,BARBINBB,SCB-006,9500,BR0039,RM010,Verified
CUST002162,Ava Brown,08-05-1987,39,Female,ava.brown32@outlook.com,-7969578835,Vadodara,Gujarat,390001,Teacher,856042,Savings,ACC9328270737,07-03-2020,8760590.48,459,Yes,State Bank of India,Public Sector,Mumbai,1955,Tier-1,SBIN0004793,SBININBB,SCB-001,22542,BR0004,RM014,Verified
CUST002163,Kiran Pandey,21-01-1972,54,Female,kiran.pandey89@yahoo.com,-7394562221,Kolkata,West Bengal,492585,Government Employee,6934368.74,Salary,ACC9525291871,23-01-2016,7871360.43,419,Yes,Canara Bank,Public Sector,Bangalore,1906,Tier-1,CNRB0000470,CNRBINBB,SCB-007,10456,BR0027,RM028,Verified
CUST002164,Akash Shah,08-12-1999,26,Male,akash.shah47@rediffmail.com,-7138102533,Patna,Bihar,397074,Lawyer,2751483.71,Salary,ACC2316333341,31-05-2019,3079339.17,522,No,Federal Bank,Private Sector,Aluva,1931,Tier-2,FDRL0008241,FDRLINBB,SCB-014,1400,BR0019,RM019,Verified
CUST002165,Sai Singh,30-11-1991,34,Female,sai.singh38@hotmail.com,-8427861036,Chennai,Tamil Nadu,601273,Manager,2973530.78,Savings,ACC2285409084,13-08-2017,263709.21,889,No,ICICI Bank,Private Sector,Mumbai,1994,Tier-1,ICIC0006198,ICICINBB,SCB-003,6523,BR0025,RM031,Pending
CUST002166,Liam Kumar,10-09-1956,69,Female,liam.kumar35@rediffmail.com,-9756000351,Kanpur,Uttar Pradesh,740104,Businessman,7261201,Fixed Deposit,ACC2238124744,15-08-2013,9633460.86,425,No,Bank of Baroda,Public Sector,Vadodara,1908,Tier-1,BARB0004191,BARBINBB,SCB-006,9500,BR0012,RM033,Pending
CUST002167,Mohit Brown,30-12-1978,47,Female,mohit.brown48@hotmail.com,-7507901971,Kolkata,West Bengal,477627,Teacher,1193866,Savings,ACC7290914709,23-10-2014,3023215.06,840,Yes,Union Bank of India,Public Sector,Mumbai,1919,Tier-1,UBIN0004789,UBININBB,SCB-010,8700,BR0017,RM048,Verified
CUST002168,Arjun Garcia,04-10-1969,56,Male,arjun.garcia88@yahoo.com,-7209236395,Patna,Bihar,456100,Retired,547458,Recurring Deposit,ACC6031624191,27-03-2016,9391358.57,882,No,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0005752,HDFCINBB,SCB-002,7821,BR0048,RM026,Verified
CUST002169,Arjun Sharma,27-03-1958,68,Male,arjun.sharma96@rediffmail.com,-9298119518,Patna,Bihar,771038,Manager,8279815.18,Fixed Deposit,ACC5036280384,23-02-2013,5130498.31,607,No,HDFC Bank,Private Sector,Mumbai,1994,Tier-1,HDFC0008404,HDFCINBB,SCB-002,7821,BR0014,RM096,Verified
CUST002170,Vihaan Miller,07-02-1974,52,Male,vihaan.miller96@hotmail.com,-8671843748,Bangalore,Karnataka,219780,Consultant,381671.35,Recurring Deposit,ACC7986432443,29-04-2019,424997.76,730,Yes,IndusInd Bank,Private Sector,Pune,1994,Tier-2,INDB0006241,INDBINBB,SCB-009,2606,BR0048,RM058,Pending
CUST002171,Rajesh Bhat,12-03-1963,63,Female,rajesh.bhat90@gmail.com,-8656815685,Chennai,Tamil Nadu,454592,Software Engineer,2451090,Salary,ACC2880210756,08-06-2011,5178870.83,802,No,Bank of Baroda,Public Sector,Vadodara,1908,Tier-1,BARB0002076,BARBINBB,SCB-006,9500,BR0038,RM002,Pending
CUST002172,Rohan Kumar,27-07-1978,47,Male,rohan.kumar54@gmail.com,-7007076831,Pune,Maharashtra,366673,Software Engineer,1523042,Fixed Deposit,ACC5131432439,19-01-2010,524803.24,495,Yes,RBL Bank,Private Sector,Mumbai,1943,Tier-2,RATN0009614,RATNINBB,SCB-018,502,BR0008,RM023,Verified
