loan_id,customer_id,loan_type,principal_amount,interest_rate_pct,tenure_months,emi_amount,disbursement_date,paid_emis,outstanding_balance,loan_status,late_payment_count,collateral_type,application_channel,processing_fee,insurance_taken,co_applicant,foreclosure_flag,npa_flag,last_payment_date,bank_name,bank_type,bank_tier,sanctioned_by_branch,loan_account_no,loan_approval_date,rbi_classification,disbursement_mode,loan_purpose,swift_code
LN0000412,CUST005689,Personal Loan,8730911.66,17.67,36,314199.9,05-04-2023,21,3637879.86,Defaulted,7,Fixed Deposit,Mobile App,50041.37,No,Yes,No,Yes,20-12-2023,IndusInd Bank,Private Sector,Tier-2,INDB0007450,LA9626887063,29-03-2023,Loss,NEFT,Debt Consolidation,INDBINBB
LN0000413,CUST009501,Home Loan,1642191.99,6.81,180,14586.6,27-04-2022,150,273698.66,Under Review,4,Fixed Deposit,Mobile App,30803.96,No,Yes,No,No,11-02-2023,ICICI Bank,Private Sector,Tier-1,ICIC0006582,LA4418635231,23-04-2022,Standard,Cheque,Purchase,ICICINBB
LN0000414,CUST002058,Personal Loan,3908982.37,17.41,24,194039.9,21-11-2020,16,1302994.12,Active,0,Vehicle,Referral,75565.29,Yes,Yes,No,No,30-11-2023,State Bank of India,Public Sector,Tier-1,SBIN0004964,LA1031283461,14-11-2020,Standard,Cheque,Wedding,SBININBB
LN0000415,CUST008680,Home Loan,7670827.88,10.38,36,248886.83,29-10-2022,29,1491549.87,Defaulted,4,,DSA,96568.09,No,Yes,,Yes,01-09-2023,State Bank of India,Public Sector,Tier-1,SBIN0001900,LA9990795332,17-10-2022,Loss,Direct Credit,Plot+Construction,SBININBB
LN0000416,CUST004843,Car Loan,785746.44,12.91,240,9155.28,23-02-2016,209,101492.25,Under Review,7,Fixed Deposit,DSA,10518.99,No,Yes,Yes,No,09-09-2023,HDFC Bank,Private Sector,Tier-1,HDFC0008226,LA5944450437,21-02-2016,Standard,IMPS,Commercial Vehicle,HDFCINBB
LN0000417,CUST001319,Home Loan,7373472.14,7.26,84,112224.96,04-08-2019,48,3160059.49,Under Review,11,Fixed Deposit,DSA,78932.63,No,No,No,No,13-04-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0005490,LA8285472453,26-07-2019,Standard,Direct Credit,Renovation,PUNBINBB
LN0000418,CUST007141,Business Loan,9783198.11,14.51,180,133656.04,26-07-2015,12,9130984.9,Closed,12,Gold,Referral,59315.15,No,Yes,No,No,06-10-2023,IndusInd Bank,Private Sector,Tier-2,INDB0001830,LA6804069257,19-07-2015,Standard,RTGS,Trade Finance,INDBINBB
LN0000419,CUST008353,Home Loan,2745239.76,6.89,60,54216.68,16-04-2021,13,2150437.81,Closed,0,Fixed Deposit,DSA,46841.9,Yes,No,No,No,01-01-2023,Union Bank of India,Public Sector,Tier-1,UBIN0008712,LA6365575425,16-04-2021,Standard,Cheque,Purchase,UBININBB
LN0000420,CUST005038,Car Loan,6150295.83,7.78,36,192104.33,13-06-2018,8,4783563.42,Closed,7,Vehicle,Mobile App,99471.04,Yes,No,,No,04-12-2023,Bank of India,Public Sector,Tier-1,BKID0002464,LA2090390356,09-06-2018,Standard,NEFT,Two-Wheeler,BKIDINBB
LN0000421,CUST007931,Personal Loan,7266895.62,15.65,60,175368.23,01-07-2022,47,1574494.05,Active,11,,Online,58920.63,No,Yes,,No,31-08-2023,State Bank of India,Public Sector,Tier-1,SBIN0009670,LA9490319747,01-07-2022,Standard,IMPS,Travel,SBININBB
LN0000422,CUST006504,Car Loan,3987865.13,13.62,120,61010.27,28-02-2015,77,1428985,Active,12,Property,Branch,66892.23,No,Yes,No,No,24-08-2023,ICICI Bank,Private Sector,Tier-1,ICIC0008437,LA2047115147,23-02-2015,Standard,Direct Credit,Commercial Vehicle,ICICINBB
LN0000423,CUST003720,Education Loan,1700031.65,11.94,84,29955.68,12-04-2016,16,1376216.1,Defaulted,1,Property,DSA,9442.32,No,No,,Yes,28-10-2023,State Bank of India,Public Sector,Tier-1,SBIN0007126,LA4168165684,05-04-2016,Loss,NEFT,Overseas Study,SBININBB
LN0000424,CUST000679,Home Loan,4449192.58,9.45,24,204180.06,12-06-2016,3,3893043.51,Closed,0,,Branch,69602.25,Yes,Yes,No,No,17-09-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0004616,LA4471548158,05-06-2016,Standard,NEFT,Purchase,KKBKINBB
LN0000425,CUST002823,Gold Loan,6429409.36,7.67,180,60224.22,27-06-2015,91,3178985.74,Active,4,Property,Online,49531.44,Yes,No,No,No,08-12-2023,Union Bank of India,Public Sector,Tier-1,UBIN0008022,LA7367628613,23-06-2015,Standard,Cheque,Agriculture,UBININBB
LN0000426,CUST002773,Gold Loan,782798.18,7.78,12,68014.78,10-06-2019,10,130466.36,Under Review,8,Gold,Online,7602.32,No,Yes,No,No,28-10-2023,ICICI Bank,Private Sector,Tier-1,ICIC0000821,LA2229973314,31-05-2019,Standard,Direct Credit,Agriculture,ICICINBB
LN0000427,CUST004602,Car Loan,6982598.81,18.08,84,147086.73,16-12-2020,78,498757.06,Defaulted,3,Vehicle,DSA,123119.58,Yes,Yes,,Yes,02-10-2023,Yes Bank,Private Sector,Tier-2,YESB0004135,LA9617788212,04-12-2020,Loss,Cheque,Two-Wheeler,YESBINBB
LN0000428,CUST006973,Car Loan,1803899.96,9.59,36,57860.16,18-05-2019,36,0,Active,11,Gold,DSA,19294.11,No,Yes,,No,16-05-2023,IndusInd Bank,Private Sector,Tier-2,INDB0004853,LA6258609327,13-05-2019,Standard,NEFT,Two-Wheeler,INDBINBB
LN0000429,CUST001860,Home Loan,6589004.32,16.13,240,92313.15,17-06-2017,55,5079024.16,Active,0,Vehicle,Branch,72114.4,No,Yes,No,No,19-02-2023,ICICI Bank,Private Sector,Tier-1,ICIC0002929,LA8185472873,11-06-2017,Standard,IMPS,Renovation,ICICINBB
LN0000430,CUST005781,Personal Loan,3461870.55,17.75,60,87438.62,28-03-2016,2,3346474.86,Defaulted,1,Gold,DSA,29734.07,No,Yes,,Yes,12-05-2023,ICICI Bank,Private Sector,Tier-1,ICIC0006834,LA2779099337,18-03-2016,Doubtful,NEFT,Debt Consolidation,ICICINBB
LN0000431,CUST002110,Car Loan,4512657.91,7.2,180,41067.3,21-06-2022,110,1754922.52,Closed,0,Gold,Mobile App,32991.54,No,Yes,No,No,25-05-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0005319,LA8683798896,12-06-2022,Standard,IMPS,New Car,PUNBINBB
LN0000432,CUST009085,Gold Loan,4820943.27,16.03,180,70906.09,28-10-2021,179,26783.02,Defaulted,3,Fixed Deposit,DSA,50551,Yes,No,Yes,Yes,16-12-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0009762,LA8597046263,13-10-2021,Doubtful,NEFT,Agriculture,KKBKINBB
LN0000433,CUST007371,Car Loan,2413793.3,11.15,60,52662.46,24-06-2015,21,1568965.64,Active,0,Property,Mobile App,38689.99,Yes,No,,No,10-05-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0000600,LA7756696877,17-06-2015,Standard,Direct Credit,Commercial Vehicle,PUNBINBB
LN0000434,CUST007342,Car Loan,5599160.58,13.85,120,86431.9,03-05-2016,110,466596.72,Active,12,Property,Mobile App,99126.04,Yes,Yes,No,No,05-08-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0004074,LA3096986967,20-04-2016,Standard,RTGS,New Car,KKBKINBB
LN0000435,CUST001094,Business Loan,1689326.51,10.71,180,18894.33,06-03-2017,77,966670.17,Under Review,1,Fixed Deposit,DSA,12673.37,Yes,No,,No,15-05-2023,ICICI Bank,Private Sector,Tier-1,ICIC0008766,LA8000232034,05-03-2017,Standard,NEFT,Equipment Purchase,ICICINBB
LN0000436,CUST006888,Personal Loan,2678238.13,11.18,240,27973.29,08-10-2019,236,44637.3,Under Review,0,,Online,47431.65,Yes,No,,No,09-06-2023,State Bank of India,Public Sector,Tier-1,SBIN0002370,LA2387677098,05-10-2019,Standard,Cheque,Debt Consolidation,SBININBB
LN0000437,CUST003843,Home Loan,7587543.08,9.72,240,71819.45,27-04-2016,122,3730542.01,Active,4,,Online,81726.81,No,No,No,No,26-05-2023,State Bank of India,Public Sector,Tier-1,SBIN0004501,LA2120836202,12-04-2016,Standard,IMPS,Plot+Construction,SBININBB
LN0000438,CUST001072,Car Loan,9275184.94,7.76,12,805804.89,23-04-2023,9,2318796.24,Active,4,Gold,Mobile App,50083.95,Yes,No,Yes,No,09-07-2023,Axis Bank,Private Sector,Tier-1,UTIB0004000,LA1066592437,20-04-2023,Standard,Direct Credit,Commercial Vehicle,AXISINBB
LN0000439,CUST001573,Education Loan,2916139.97,16.13,60,71116.44,01-04-2015,17,2089900.31,Closed,7,Property,Mobile App,18402.96,No,Yes,Yes,No,26-03-2023,Axis Bank,Private Sector,Tier-1,UTIB0000666,LA8923453169,19-03-2015,Standard,NEFT,Professional Course,AXISINBB
LN0000440,CUST003209,Car Loan,3703804.4,8.77,36,117383.92,18-12-2021,23,1337484.92,Under Review,6,,Branch,49057.3,Yes,No,,No,25-05-2023,Axis Bank,Private Sector,Tier-1,UTIB0006108,LA3514297787,06-12-2021,Standard,NEFT,Used Car,AXISINBB
LN0000441,CUST004198,Home Loan,4337556.83,15.63,60,104630.12,30-03-2016,33,1951900.57,Active,8,,DSA,43959.91,No,Yes,No,No,19-08-2023,HDFC Bank,Private Sector,Tier-1,HDFC0009984,LA7548467742,29-03-2016,Standard,NEFT,Plot+Construction,HDFCINBB
LN0000442,CUST004993,Education Loan,2487257.1,16.05,180,36617.11,08-01-2023,113,925812.37,Under Review,12,Vehicle,Referral,23648.37,Yes,No,Yes,No,18-01-2023,ICICI Bank,Private Sector,Tier-1,ICIC0008399,LA8626838971,28-12-2022,Standard,NEFT,Professional Course,ICICINBB
LN0000443,CUST008718,Gold Loan,7288249.86,17.48,48,212117.05,06-08-2018,3,6832734.24,Under Review,1,Vehicle,Mobile App,127432.64,Yes,No,Yes,No,14-09-2023,Axis Bank,Private Sector,Tier-1,UTIB0004948,LA3800303597,25-07-2018,Standard,Cheque,Personal Need,AXISINBB
LN0000444,CUST007815,Car Loan,3816735.26,16.52,24,187828.93,19-02-2015,24,0,Defaulted,7,Gold,Branch,54336.16,No,Yes,No,Yes,22-10-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0000367,LA5348812328,09-02-2015,Standard,RTGS,Two-Wheeler,PUNBINBB
LN0000445,CUST001159,Car Loan,5970184.12,13.23,12,533885.03,10-01-2015,4,3980122.75,Active,1,Property,Referral,95318.09,No,Yes,No,No,22-06-2023,Federal Bank,Private Sector,Tier-2,FDRL0001299,LA8463772129,04-01-2015,Standard,Cheque,New Car,FDRLINBB
LN0000446,CUST008295,Home Loan,4398782.68,17.9,84,92195.25,23-05-2015,52,1675726.74,Under Review,7,Gold,Branch,86151,Yes,Yes,Yes,No,11-10-2023,Union Bank of India,Public Sector,Tier-1,UBIN0003140,LA8588934094,23-05-2015,Standard,Direct Credit,Renovation,UBININBB
LN0000447,CUST008689,Gold Loan,5269463.61,14.2,120,82451.94,11-10-2017,3,5137727.02,Under Review,1,Vehicle,Mobile App,30102.45,Yes,No,No,No,12-04-2023,Kotak Mahindra Bank,Private Sector,Tier-1,KKBK0004968,LA2780655660,02-10-2017,Standard,Direct Credit,Business,KKBKINBB
LN0000448,CUST009505,Business Loan,5713184.4,17.3,24,283297.01,16-06-2015,11,3094641.55,Defaulted,8,Vehicle,Referral,84960.1,Yes,Yes,,Yes,21-12-2023,Yes Bank,Private Sector,Tier-2,YESB0000801,LA7773397015,02-06-2015,Sub-standard,IMPS,Trade Finance,YESBINBB
LN0000449,CUST004895,Home Loan,9082586.42,16.09,48,257821.89,15-03-2020,7,7758042.57,Closed,6,Vehicle,Mobile App,128490.4,Yes,No,,No,15-09-2023,State Bank of India,Public Sector,Tier-1,SBIN0003526,LA3110908853,29-02-2020,Standard,Cheque,Renovation,SBININBB
LN0000450,CUST008359,Gold Loan,502521.88,12.81,36,16886,14-01-2020,11,348973.53,Active,3,Gold,Referral,9839.39,Yes,Yes,No,No,19-01-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0003043,LA1050689968,13-01-2020,Standard,IMPS,Emergency,PUNBINBB
LN0000451,CUST000315,Home Loan,2320313.61,13.95,84,43418.64,31-12-2020,58,718192.31,Closed,3,Fixed Deposit,Branch,21902.27,No,No,Yes,No,10-01-2023,Canara Bank,Public Sector,Tier-1,CNRB0009907,LA1280551210,26-12-2020,Standard,Cheque,Construction,CNRBINBB
LN0000452,CUST000156,Education Loan,6254024.22,8.51,84,99073.22,26-06-2022,29,4094896.81,Under Review,3,Gold,Online,123518.9,Yes,No,Yes,No,04-11-2023,Bank of India,Public Sector,Tier-1,BKID0004669,LA7926847818,24-06-2022,Standard,IMPS,Undergraduate,BKIDINBB
LN0000453,CUST005045,Gold Loan,8328775.93,16.73,12,758557.16,14-07-2019,9,2082193.98,Under Review,1,Gold,Mobile App,91069.78,Yes,No,Yes,No,05-01-2023,Axis Bank,Private Sector,Tier-1,UTIB0006672,LA2767625068,08-07-2019,Standard,RTGS,Emergency,AXISINBB
LN0000454,CUST004021,Car Loan,4771082.88,8.54,12,416221.19,24-06-2022,9,1192770.72,Active,2,Property,DSA,38082.7,Yes,Yes,,No,24-05-2023,State Bank of India,Public Sector,Tier-1,SBIN0006789,LA7810585540,21-06-2022,Standard,RTGS,Two-Wheeler,SBININBB
LN0000455,CUST009814,Personal Loan,4547772.39,16.93,180,69764.92,15-11-2019,48,3335033.09,Closed,12,Vehicle,Online,48881.24,Yes,No,Yes,No,26-10-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0004376,LA4356204256,02-11-2019,Standard,Cheque,Education,PUNBINBB
LN0000456,CUST001146,Business Loan,312293.38,7.14,60,6204.43,06-11-2017,36,124917.35,Closed,5,Fixed Deposit,Mobile App,4987.05,No,Yes,No,No,04-04-2023,State Bank of India,Public Sector,Tier-1,SBIN0005213,LA4783121090,23-10-2017,Standard,NEFT,Equipment Purchase,SBININBB
LN0000457,CUST004130,Car Loan,7350879.62,12.63,240,84190.93,04-02-2018,8,7105850.3,Active,7,Gold,Branch,81671.19,Yes,Yes,,No,27-08-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0003684,LA8479638935,22-01-2018,Standard,NEFT,Two-Wheeler,PUNBINBB
LN0000458,CUST007656,Home Loan,61616.4,16.58,60,1517.45,05-02-2016,51,9242.46,Closed,2,Property,Mobile App,1092.43,No,Yes,No,No,21-04-2023,State Bank of India,Public Sector,Tier-1,SBIN0003622,LA1450027346,24-01-2016,Standard,NEFT,Renovation,SBININBB
LN0000459,CUST009239,Personal Loan,4639711.86,15.7,84,91363.26,08-08-2015,62,1215162.63,Active,7,,Referral,81862.07,No,No,Yes,No,21-06-2023,Axis Bank,Private Sector,Tier-1,UTIB0009984,LA3579630917,07-08-2015,Standard,Cheque,Education,AXISINBB
LN0000460,CUST000923,Education Loan,6000940.28,10.56,120,81175.43,19-05-2016,3,5850916.77,Defaulted,2,Vehicle,Mobile App,40622.16,No,No,No,Yes,02-06-2023,Indian Bank,Public Sector,Tier-2,IDIB0006894,LA3289485303,11-05-2016,Loss,Direct Credit,Professional Course,IDIBBINN
LN0000461,CUST003624,Education Loan,7986630.12,11.51,180,93349.78,10-02-2020,0,7986630.12,Active,0,Property,DSA,153425.75,Yes,Yes,,No,15-10-2023,HDFC Bank,Private Sector,Tier-1,HDFC0008872,LA1527814986,27-01-2020,Standard,Cheque,Overseas Study,HDFCINBB
LN0000462,CUST003928,Business Loan,6902405.28,9.51,24,316952.2,26-03-2022,11,3738802.86,Active,11,Vehicle,Mobile App,136065.6,No,Yes,Yes,No,23-08-2023,State Bank of India,Public Sector,Tier-1,SBIN0009137,LA2270841687,26-03-2022,Standard,NEFT,Expansion,SBININBB
LN0000463,CUST009115,Business Loan,3611240.68,11.54,120,50855.07,18-12-2019,33,2618149.49,Closed,11,Gold,Mobile App,47338.85,Yes,Yes,,No,19-05-2023,Bank of Baroda,Public Sector,Tier-1,BARB0005581,LA9818694929,07-12-2019,Standard,IMPS,Expansion,BARBINBB
LN0000464,CUST001840,Education Loan,7002295.83,15.97,84,138960.43,03-06-2023,36,4001311.9,Under Review,4,Gold,Mobile App,105918.36,Yes,Yes,,No,12-08-2023,ICICI Bank,Private Sector,Tier-1,ICIC0007281,LA5497668296,20-05-2023,Standard,RTGS,Overseas Study,ICICINBB
LN0000465,CUST000892,Personal Loan,9279153.98,12.4,180,113764.44,07-02-2023,115,3350805.6,Defaulted,12,Vehicle,Mobile App,180120.3,No,No,Yes,Yes,19-04-2023,State Bank of India,Public Sector,Tier-1,SBIN0008176,LA9876390338,31-01-2023,Sub-standard,RTGS,Education,SBININBB
LN0000466,CUST004601,Education Loan,8493221.5,10.42,24,393567.54,03-03-2022,11,4600494.98,Active,11,,Branch,97667.36,Yes,Yes,,No,27-06-2023,ICICI Bank,Private Sector,Tier-1,ICIC0002786,LA1951599173,21-02-2022,Standard,Cheque,Professional Course,ICICINBB
LN0000467,CUST000994,Personal Loan,9234169.93,15.67,60,222941.17,27-11-2021,10,7695141.61,Active,10,Fixed Deposit,Referral,160965.56,No,No,Yes,No,14-08-2023,Union Bank of India,Public Sector,Tier-1,UBIN0006602,LA4653529583,21-11-2021,Standard,NEFT,Home Renovation,UBININBB
LN0000468,CUST000354,Gold Loan,4991142.22,15.8,12,452378.37,16-09-2015,6,2495571.11,Defaulted,3,Gold,Branch,47894.25,Yes,Yes,No,Yes,01-06-2023,Bank of Baroda,Public Sector,Tier-1,BARB0009361,LA1528839634,13-09-2015,Doubtful,NEFT,Personal Need,BARBINBB
LN0000469,CUST005757,Education Loan,8048691.58,18.03,12,738018.91,01-02-2021,2,6707242.98,Active,2,Gold,DSA,126847.57,No,Yes,Yes,No,17-11-2023,Indian Bank,Public Sector,Tier-2,IDIB0009197,LA5674672758,01-02-2021,Standard,IMPS,Undergraduate,IDIBBINN
LN0000470,CUST003434,Car Loan,2454349.35,13.96,36,83836.17,22-04-2016,2,2317996.61,Active,2,Property,Mobile App,39944.09,No,Yes,No,No,18-04-2023,Yes Bank,Private Sector,Tier-2,YESB0003401,LA9077678479,18-04-2016,Standard,Direct Credit,Two-Wheeler,YESBINBB
LN0000471,CUST007160,Personal Loan,1483950.28,10.7,36,48372.08,20-12-2018,8,1154183.55,Defaulted,0,Fixed Deposit,Referral,21126.05,No,No,Yes,Yes,21-10-2023,HDFC Bank,Private Sector,Tier-1,HDFC0004982,LA4394322956,18-12-2018,Standard,IMPS,Wedding,HDFCINBB
LN0000472,CUST009424,Gold Loan,698148.48,9.59,60,14693.14,27-11-2018,15,523611.36,Defaulted,2,Vehicle,Mobile App,8267.56,No,Yes,,Yes,12-11-2023,ICICI Bank,Private Sector,Tier-1,ICIC0007398,LA6384453331,21-11-2018,Doubtful,Cheque,Emergency,ICICINBB
LN0000473,CUST000560,Car Loan,8276546.08,11.84,60,183438.71,21-09-2020,53,965597.04,Under Review,7,Fixed Deposit,Referral,104723.31,Yes,No,No,No,16-10-2023,HDFC Bank,Private Sector,Tier-1,HDFC0002555,LA3707541419,08-09-2020,Standard,Direct Credit,Used Car,HDFCINBB
LN0000474,CUST008383,Car Loan,6856256.84,7.4,60,137059.75,02-12-2017,11,5599276.42,Defaulted,1,,Referral,62325.22,Yes,No,No,Yes,26-02-2023,HDFC Bank,Private Sector,Tier-1,HDFC0005762,LA5472761048,20-11-2017,Sub-standard,Direct Credit,Commercial Vehicle,HDFCINBB
LN0000475,CUST009501,Education Loan,5337942.52,15.04,84,103124.8,21-08-2017,82,127093.87,Active,0,Gold,DSA,37413.48,Yes,Yes,No,No,08-12-2023,ICICI Bank,Private Sector,Tier-1,ICIC0006806,LA7999988441,18-08-2017,Standard,NEFT,Professional Course,ICICINBB
LN0000476,CUST008377,Home Loan,8695718.34,13.25,12,777698.17,04-03-2023,9,2173929.58,Active,6,Vehicle,Referral,66989.68,Yes,Yes,Yes,No,11-03-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0009117,LA4671700065,20-02-2023,Standard,Cheque,Construction,PUNBINBB
LN0000477,CUST008140,Business Loan,3336005.12,11.87,120,47611.61,22-06-2020,56,1779202.73,Active,7,Gold,Branch,33350.02,No,Yes,No,No,13-08-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0006149,LA9530787863,17-06-2020,Standard,Direct Credit,Equipment Purchase,PUNBINBB
LN0000478,CUST009670,Gold Loan,4176062.78,18.06,84,87918.74,27-09-2019,72,596580.4,Under Review,2,Property,DSA,24401.05,No,Yes,,No,05-01-2023,ICICI Bank,Private Sector,Tier-1,ICIC0006201,LA4962066276,24-09-2019,Standard,Direct Credit,Emergency,ICICINBB
LN0000479,CUST008713,Car Loan,3695318.5,16.61,24,182013.19,09-11-2022,10,2155602.46,Under Review,2,Fixed Deposit,Online,69637.03,No,No,Yes,No,10-01-2023,ICICI Bank,Private Sector,Tier-1,ICIC0001589,LA9886187219,01-11-2022,Standard,Cheque,Used Car,ICICINBB
LN0000480,CUST000694,Education Loan,3749325.99,7.92,120,45331.33,23-03-2023,64,1749685.46,Closed,2,Vehicle,Branch,42699.04,No,No,,No,17-09-2023,State Bank of India,Public Sector,Tier-1,SBIN0003463,LA1645991637,14-03-2023,Standard,NEFT,Professional Course,SBININBB
LN0000481,CUST007425,Car Loan,9348319.33,10.09,48,237501.79,02-11-2020,31,3310863.1,Active,8,Fixed Deposit,Online,107309.74,Yes,Yes,No,No,31-08-2023,RBL Bank,Private Sector,Tier-2,RATN0002927,LA3852976268,24-10-2020,Standard,RTGS,Commercial Vehicle,RATNINBB
LN0000482,CUST001920,Home Loan,8020559.44,18.3,84,169988.09,20-08-2021,5,7543145.19,Active,5,Property,Referral,46778.78,No,Yes,,No,28-10-2023,State Bank of India,Public Sector,Tier-1,SBIN0009013,LA6684573181,17-08-2021,Standard,Cheque,Renovation,SBININBB
LN0000483,CUST000590,Car Loan,651764.48,9.3,36,20817.06,08-05-2017,6,543137.07,Under Review,1,Fixed Deposit,DSA,7059.13,Yes,No,Yes,No,22-08-2023,HDFC Bank,Private Sector,Tier-1,HDFC0003568,LA1580692521,02-05-2017,Standard,Cheque,Two-Wheeler,HDFCINBB
LN0000484,CUST009292,Business Loan,5588329.57,14.57,240,71817.3,07-11-2016,191,1140950.62,Active,11,Vehicle,DSA,103038.44,Yes,No,No,No,28-05-2023,IndusInd Bank,Private Sector,Tier-2,INDB0005234,LA4358108303,01-11-2016,Standard,IMPS,Working Capital,INDBINBB
LN0000485,CUST007808,Car Loan,402865.67,11.69,12,35735.73,10-02-2022,10,67144.28,Closed,6,Gold,Branch,3838.65,Yes,No,,No,26-02-2023,Bank of Baroda,Public Sector,Tier-1,BARB0005207,LA7756459508,04-02-2022,Standard,Direct Credit,Commercial Vehicle,BARBINBB
LN0000486,CUST009974,Gold Loan,924298.87,15.3,180,13126.82,01-01-2016,24,801059.02,Active,7,Property,DSA,8877.12,Yes,No,No,No,30-08-2023,Bank of India,Public Sector,Tier-1,BKID0003689,LA4721064155,31-12-2015,Standard,Cheque,Personal Need,BKIDINBB
LN0000487,CUST006854,Gold Loan,6923423.48,9.8,180,73554.65,13-04-2015,135,1730855.87,Defaulted,11,Property,Referral,80216.12,Yes,Yes,Yes,Yes,16-11-2023,HDFC Bank,Private Sector,Tier-1,HDFC0007601,LA7990773196,13-04-2015,Loss,IMPS,Personal Need,HDFCINBB
LN0000488,CUST003986,Home Loan,6492933.61,17.98,120,116909.46,08-06-2023,64,3030035.68,Closed,8,Gold,DSA,126989.16,No,No,Yes,No,23-06-2023,HDFC Bank,Private Sector,Tier-1,HDFC0002572,LA8778713628,24-05-2023,Standard,RTGS,Plot+Construction,HDFCINBB
LN0000489,CUST008743,Home Loan,1955075.96,10.58,120,26468.47,03-05-2023,75,733153.48,Under Review,9,Fixed Deposit,DSA,24788.72,No,No,No,No,01-04-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0004726,LA4040565081,28-04-2023,Standard,NEFT,Renovation,PUNBINBB
LN0000490,CUST006776,Home Loan,6575889.02,10.55,36,213887.53,25-01-2022,1,6393225.44,Active,1,Gold,Referral,54215.85,No,Yes,Yes,No,27-06-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0007603,LA1132558837,22-01-2022,Standard,RTGS,Purchase,PUNBINBB
LN0000491,CUST007378,Education Loan,1782263.49,16.79,180,27164.29,10-12-2017,35,1435712.26,Defaulted,11,Vehicle,DSA,20999.56,Yes,No,No,Yes,30-09-2023,Punjab & Sind Bank,Public Sector,Tier-2,PSIB0006281,LA3380184175,28-11-2017,Standard,Direct Credit,Overseas Study,PSIBINBB
LN0000492,CUST002610,Education Loan,7676662.56,7.02,84,115936.48,05-02-2020,37,4295275.48,Defaulted,5,Vehicle,Referral,57614.64,Yes,Yes,,Yes,06-01-2023,IndusInd Bank,Private Sector,Tier-2,INDB0006853,LA5153029720,22-01-2020,Doubtful,Cheque,Postgraduate,INDBINBB
LN0000493,CUST008439,Personal Loan,5836150.66,9.27,240,53527.04,02-01-2022,115,3039661.8,Closed,3,Vehicle,Mobile App,63042.02,Yes,No,Yes,No,05-10-2023,HDFC Bank,Private Sector,Tier-1,HDFC0000476,LA6566952659,22-12-2021,Standard,Direct Credit,Travel,HDFCINBB
LN0000494,CUST005319,Car Loan,3848933.38,7.89,12,334616.94,25-02-2023,12,0,Closed,1,,Online,74825.37,Yes,Yes,,No,26-02-2023,ICICI Bank,Private Sector,Tier-1,ICIC0002271,LA8434890405,13-02-2023,Standard,Direct Credit,New Car,ICICINBB
LN0000495,CUST006225,Education Loan,8308957.29,16.5,120,141785.96,25-10-2018,39,5608546.17,Active,7,Vehicle,Referral,69384.8,Yes,No,Yes,No,12-11-2023,State Bank of India,Public Sector,Tier-1,SBIN0009824,LA2881846695,23-10-2018,Standard,Direct Credit,Overseas Study,SBININBB
LN0000496,CUST001430,Car Loan,4578921.18,8.53,36,144608.93,12-12-2015,19,2162268.34,Under Review,0,Gold,Referral,62063.55,No,No,,No,19-06-2023,Punjab National Bank,Public Sector,Tier-1,PUNB0000375,LA2569980706,10-12-2015,Standard,IMPS,Used Car,PUNBINBB
LN0000497,CUST003340,Personal Loan,7039972.5,13.68,240,85912.17,02-09-2022,34,6042643.06,Defaulted,8,Vehicle,Branch,55739.01,No,No,No,Yes,22-03-2023,HDFC Bank,Private Sector,Tier-1,HDFC0002728,LA3211241333,24-08-2022,Loss,Direct Credit,Home Renovation,HDFCINBB
LN0000498,CUST007486,Education Loan,8213659.35,6.64,36,252264.19,09-12-2021,1,7985502.15,Closed,1,Vehicle,Mobile App,149295.76,Yes,No,Yes,No,22-05-2023,HDFC Bank,Private Sector,Tier-1,HDFC0007732,LA5448719277,09-12-2021,Standard,NEFT,Professional Course,HDFCINBB
LN0000499,CUST008282,Car Loan,5807740.67,13.35,60,133186.84,29-07-2022,47,1258343.81,Under Review,3,Property,Branch,30830.57,No,Yes,Yes,No,12-10-2023,Bank of Baroda,Public Sector,Tier-1,BARB0000373,LA7340192692,19-07-2022,Standard,Direct Credit,Commercial Vehicle,BARBINBB
LN0000500,CUST008540,Education Loan,6566393.54,16.65,120,112670.24,21-01-2015,117,164159.84,Active,3,Gold,Mobile App,74115.58,No,Yes,,No,27-09-2023,State Bank of India,Public Sector,Tier-1,SBIN0009045,LA5459831980,20-01-2015,Standard,Direct Credit,Postgraduate,SBININBB
LN0000501,CUST004444,Education Loan,6285353.14,11.09,60,136941.09,15-10-2018,60,0,Closed,5,,Online,64685.52,Yes,Yes,Yes,No,09-10-2023,ICICI Bank,Private Sector,Tier-1,ICIC0002645,LA5084776465,13-10-2018,Standard,Cheque,Professional Course,ICICINBB
